,companyId,companyName,companyRating,companyEmployees,companyLocation,companyDescription,companyType
418,company_420,Bank Rakyat,4.3,10000+ employees,Jakarta,"The Rabobank Group is one of the world’s most leading, sound and sustainable financial institutions. With our roots in the Netherlands, the Rabobank Group has grown in recent decades into an international financial services provider that has activities in the field of banking, asset management, leasing, insurance and real estate.",Banking & Lending
419,company_421,Bank BTPN,4.1,5001 to 10000 employees,Jakarta,"We believe micro and small business lending is essential to drive inclusive economy. Hence, we are building a new fabric of financial services that is redefining the way people experience about borrowing and lending by transforming micro-business into credit worthy borrowers and making investment more meaningful. We support the micro and small businesses to, for instance, open their grocery stalls or expand their tofu home industry, by offering them with loans, ranging from IDR 1 million (USD 100) to IDR 20 million (USD 2,000). These amounts may seem miniscule, but with the right approach, we believe that it could serve as an economic opportunity that increases welfare.",Banking & Lending
420,company_422,JPMorganChase,4.0,10000+ employees,Jakarta,"Kredivo Group is Southeast Asia’s leading provider of digital financial services through its brands Kredivo, KrediFazz and Krom. Kredivo is the leading digital credit platform in Indonesia and Vietnam that gives customers instant credit financing for ecommerce and offline purchases, and personal loans, based on real-time decisioning. Kredivo users can buy now and pay later across the entirety of Indonesia’s retail commerce network with one of the lowest interest rates amongst digital credit providers in the country. Krom Bank Indonesia (formerly known as Bank Bisnis Internasional, IDX: BBSI) is the group’s bank entity and the operator of the soon-to-be-launched Indonesian neobank Krom. Kredivo Group is backed by leading financial and strategic investors such as Mizuho Financial Group, Square Peg Capital, Jungle Ventures, Naver Corp, Mirae Asset, Telkom Indonesia and Victory Park Capital among others.",Banking & Lending
421,company_423,Bank Indonesia,4.5,5001 to 10000 employees,Jakarta,"JULO is a financial technology company that is working on a financial super app. We started off with the lending arm and have excelled at it. Hundreds of thousands of Indonesians now use JULO apps to get access to a decent credit product. We are now tapping into other financial territories, to eventually provide a one stop financial solution to all Indonesians.",Banking & Lending
422,company_424,Bank OCBC NISP,4.2,5001 to 10000 employees,Jakarta,"Royal Bank of Canada (RY on TSX and NYSE) and its subsidiaries operate under the master brand name RBC. Royal Bank of Canada is a global financial institution with a purpose-driven, principles-led approach to delivering leading performance. Our success comes from the 98,000+ employees who leverage their imaginations and insights to bring our vision, values and strategy to life so we can help our clients thrive and communities prosper. As Canada's biggest bank and one of the largest in the world, based on market capitalization, we have a diversified business model with a focus on innovation and providing exceptional experiences to our 17 million clients in Canada, the U.S. and 27 other countries. Learn more at rbc.com.",Banking & Lending
423,company_425,Rabobank,4.2,10000+ employees,Jakarta,"We’re a business that understands when our customers and people succeed, our communities succeed, and our economy thrives. As part of our purpose, we’re looking at how we can drive change for our communities in enterprise, learning and climate. As one of the leading supporters of UK business, we’re prioritising enterprise as a force of change. We’re focusing on the people and communities who have traditionally faced the highest barriers to entry and figuring out ways to remove these constraints. Learning is also key to our continued growth as a company in an ever changing and increasingly digital world. By setting a dynamic and leading learning culture, our employees prosper, and our customers are given the tools to continue to improve their financial capability and confidence. One of the biggest challenges we all face in our future is climate change. That’s why we’ve put it right at the core of our purpose. We want to champion climate solutions with financing and entrepreneurial support, fully embed climate into our culture and decision making, and be climate positive by 2025. We’re committed to using our purpose to break down barriers, drive change and ultimately create a great place to work.",Banking & Lending
424,company_426,PT Bank Permata,4.3,5001 to 10000 employees,Jakarta,"Nordea is the largest financial services group in the Nordic region and one of the biggest banks in Europe. We are present in 17 countries, including our four Nordic home markets – Denmark, Finland, Norway and Sweden – which together constitute the 10th largest economy in the world. We are changing Nordea with big ambitions and together we are creating the future of banking. Our industry is being disrupted. Our customers’ needs are changing. We’re changing. That’s why we need passionate people who enjoy learning and developing. Because whether you want a career in Tech, Finance or Compliance – as a leader or a specialist – transformation happens through small changes every day. As part of Nordea, you’ll be supporting individuals, families, small start-ups and big companies and institutions. You’ll experience that together we play an important part in society and that our choices – big or small – really matter. Climate funds. Green loans. Awarded sustainable investment approach. Colleagues teaching children financial skills. Teams fighting financial crime. These are some examples of what we do to create a better and more sustainable tomorrow.",Banking & Lending
425,company_427,Amartha Mikro Fintek,4.1,51 to 200 employees,Jakarta,"There's only one way to lease a Cat: Caterpillar Financial Services. Cat Financial provides loans and leases to corporate customers to buy or rent equipment and machinery manufactured by its parent company, industry giant Caterpillar. That equipment includes construction equipment; forklifts; generators; mining, logging, and agricultural machines; gas turbines and engines, and off-road trucks. Affiliate Cat Insurance provides extended service contracts, property/casualty coverage, and other insurance products to customers and dealers. The company has offices in more than 50 countries in North and South America, Europe, the Middle East, and the Asia/Pacific region.",Banking & Lending
426,company_428,Adira Dinamika Multifinance,4.0,5001 to 10000 employees,Jakarta,"Dave (NASDAQ:DAVE) is one of the leading U.S. neobanks and a pioneer in financial services, using disruptive technology to provide best in class banking services to millions of members at a fraction of the cost compared to incumbents. The anchor of our banking value proposition, ExtraCash, provides up to $500 of short term, interest free advances to members within minutes of joining. The speed to value, access and pricing of ExtraCash compared to traditional overdraft sets us apart from incumbents and is key to our strategy to efficiently acquire transacting Dave debit card members. Dave has over 8 million members.",Banking & Lending
427,company_429,Home Credit International,4.0,10000+ employees,Jakarta,"Thais take their money -- and their investment needs -- straight to the KASIKORNBANK (commonly known as KBank). One of the commercial banks in Thailand, KBank operates more than 600 domestic branches and offers banking and financial services through a handful of offices in the Cayman Islands, greater China, and the US. Its menu of services include retail and commercial banking, asset management, consumer lending, trade finance, factoring, and securities handling, as well as hire purchase and leasing businesses. The bank was established in 1945 and listed on the Thai stock exchange (which in turn owns 10% of KBank shares) in 1976.",Banking & Lending
428,company_430,Kredivo Group,4.4,501 to 1000 employees,Jakarta,"The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of those we serve by promoting social and economic development in Member countries and Muslim communities worldwide, delivering impact at scale. We provide the infrastructure to enable people to lead better lives and achieve their full potential.",Banking & Lending
429,company_431,JULO,4.3,501 to 1000 employees,Jakarta,"Kiva is a global nonprofit, founded in 2005, with a mission to expand financial access and help underserved communities thrive. Kiva unlocks capital for borrowers through crowdfunded loans supported by individuals around the world. Lenders on Kiva can start with as little as $25 to support causes that matter most to them, whether that’s gender equity and support for women, refugees, climate change, small businesses, agriculture, and more. Since our founding, over two million people have invested $1.9 billion in real dreams and real opportunities, spanning more than 90 countries and 4.7 million borrowers. As we work toward our mission, Kiva invests in building and retaining a global team of talent to add to our values-driven and digital-first culture. Our organization is supported by over 700 volunteers and 130+ full-time employees dispersed around the world, as well as within team hubs located in San Francisco, Nairobi, Bogota, and Bangkok. Kiva’s team is growing as we pursue exciting new opportunities to scale our impact and create a financially inclusive world. Kiva's values: Impact first - This is why we exist. This is the drumbeat we march to. Every day. Extreme ownership - Own it; you, your relationships, your impact. Insist that others support you and hold you accountable. Be curious and bold - Never stop learning. Question assumptions. Take Risks and dream big. Inclusion. Equity. Diversity. - Without reservation and without caveat. In our hiring, in our workplace and in our impact in the world. Honor and integrity - Do the most right thing in the most right way. Cherish diversity and respect each other. Love and kindness always - Say what you mean. Mean what you say. And don't say it mean. Clarity. Courage. Kindness.",Banking & Lending
430,company_432,BFI Finance,4.2,5001 to 10000 employees,Jakarta,"In order to address some of the world's most fundamental challenges—feeding the future, preserving the planet, and securing peace—we need to focus on 2 billion people. That's the number who live in rural areas on less than $2 a day. Many of them are farming to feed the rest of the world, yet they are not getting enough to eat. Many live hundreds of miles from accessible markets, without the roads to reach them. Root Capital seeks to improve the lives of rural farmers by connecting them with the formal economy. We invest in the growth of agricultural enterprises so they can transform rural communities. These businesses purchase crops such as coffee, cocoa, or grains from thousands of smallholder farmers. They connect members to markets and help improve their farming practices. With growth, these businesses become engines of impact that can raise incomes and create jobs, empower women and young people, sustain peace, and preserve vulnerable ecosystems.",Banking & Lending
431,company_433,RBC,4.0,10000+ employees,Jakarta,"At Honest, we build financial products that people love. We create products that are fair, easy to understand and improve our customers’ lives.",Banking & Lending
432,company_434,NatWest Group,4.1,10000+ employees,Jakarta,"PT. Satustop Finansial Solusi (""SANDERS"") telah terdaftar dan berizin di Otoritas Jasa Keuangan (""OJK"") sebagai Perusahaan Penyelenggara Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi dengan Surat Tanda Berizin KEP-40/D.05/2021 pada tanggal 11 Mei 2021 sehingga pelaksanaan kegiatan usahanya diawasi secara ketat oleh OJK berdasarkan Peraturan Otoritas Jasa Keuangan Nomor 77/POJK.01/2016 tentang Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi Semenjak didirikan di tahun 2017, Sanders One Stop Solution (PT. Satustop Finansial Solusi) berupaya untuk menjadi perusahaan yang menyediakan solusi finansial yang lengkap dengan selalu beradaptasi pada perubahan finansial dan teknologi. Dengan dedikasi yang berkelanjutan dari tim kami serta komitmen dari seluruh pemangku kepentingan, kami membantu usaha kecil dan menegah di Indonesia untuk berkembang, serta memberikan tingkat pengembalian yang menarik kepada pemberi pinjaman. Dengan melakukan semua upaya itu, kami terus menjadi penyedia solusi finansial yang terpercaya untuk masyarakat dan perekonomian Indonesia yang terus berkembang.",Banking & Lending
433,company_435,Bank Tabungan Negara (Persero) Tbk,4.0,5001 to 10000 employees,Jakarta,,Banking & Lending
434,company_436,Indodana,4.5,Unknown,Jakarta,,Banking & Lending
435,company_437,Cimb Niaga Auto Finance,4.1,1001 to 5000 employees,Jakarta,,Banking & Lending
436,company_438,Tunaiku,4.0,51 to 200 employees,Jakarta,,Banking & Lending
437,company_439,Nordea Bank,4.0,10000+ employees,Jakarta,,Banking & Lending
438,company_440,The City Bank,4.0,1001 to 5000 employees,Jakarta,,Banking & Lending
439,company_441,CAT Financial,4.1,1001 to 5000 employees,Jakarta,,Banking & Lending
440,company_442,Dave,4.2,201 to 500 employees,Jakarta,,Banking & Lending
441,company_443,KASIKORNBANK,4.0,10000+ employees,Jakarta,,Banking & Lending
442,company_444,Islamic Development Bank,4.3,501 to 1000 employees,Jakarta,,Banking & Lending
443,company_445,Kiva,4.2,51 to 200 employees,Jakarta,,Banking & Lending
444,company_446,Bank BRISyariah,4.1,1 to 50 employees,Jakarta,,Banking & Lending
445,company_447,Root Capital,4.2,51 to 200 employees,Jakarta,,Banking & Lending
446,company_448,Summit Oto Finance,4.1,5001 to 10000 employees,Jakarta,,Banking & Lending
447,company_449,CSUL Finance,4.3,201 to 500 employees,Jakarta,,Banking & Lending
448,company_450,Honest,4.8,201 to 500 employees,Jakarta,,Banking & Lending
449,company_451,Bank Andara,4.0,201 to 500 employees,Jakarta,,Banking & Lending
450,company_452,Bank Pundi,4.5,1 to 50 employees,Jakarta,,Banking & Lending
451,company_453,Sanders (Indonesia),5.0,51 to 200 employees,Jakarta,,Banking & Lending
452,company_455,Kreston,4.0,1 to 50 employees,Jakarta,"7-time winner of the 50 Fastest Growing Companies Award by the Minneapolis/St. Paul Business Journal, All In One Accounting is revolutionizing how businesses and nonprofits approach financial leadership. We're not just an accounting firm – we're a strategic partner who helps entrepreneurs drive profitable growth and empower nonprofit leaders to amplify their impact. Our unique four-person team structure (Accountant, Controller, CFO, and Account Manager) ensures every client receives comprehensive support while providing our team members with built-in mentorship and clear career progression. What sets us apart is our commitment to flexibility and growth—both for our clients and our team. We've built a culture where remote work isn't just allowed; it's embraced, and part-time or full-time arrangements are equally valued. Our team members don't just crunch numbers; they build lasting partnerships with clients, giving them the freedom to focus on what they do best while we handle their entire accounting function with expertise and precision. We believe in investing in our people. Through on-the-job skills growth, certification support, and clear career pathways, we help our team members continuously grow their expertise. Our collaborative environment means you'll work alongside experienced professionals passionate about mentoring and sharing their knowledge. Whether you're an accountant mastering fund accounting, a controller implementing complex systems, or a CFO driving strategic transformation, you'll find opportunities to expand your skills and make a meaningful impact. Our success is built on five core values that guide everything we do: Commitment to excellence in every interaction, Foresight that drives innovation, Relationships built on trust, Tenacity in exceeding expectations, and Teamwork that amplifies impact. If you're looking to join a dynamic team where your growth matters, where work-life balance is more than just talk, and where you can make a real difference in clients' lives – while being supported by competitive compensation and comprehensive benefits – we'd love to meet you. At All In One Accounting, we're not just building careers; we're transforming businesses and empowering missions.",Accounting & Tax
453,company_456,VNG Corporation,4.2,1001 to 5000 employees,Jakarta,"The AccountingDepartment.com way of work rests on a set of core values that resonate throughout our entire organization. From putting family first to prizing integrity and innovation, AccountingDepartment.com looks to its employees first and foremost, recognizing that our company’s success comes directly from our employees. From our processes and procedures to the way we support and nurture our employees, our company is built on the premise that there is always a better way. Which is a large part of the reason we were chosen to be on the 2022 Inc. Magazine’s Best Workplaces List. With past accolades including the 2018 Top Company Culture by Entrepreneur Magazine and an average 4.5 stars on Glassdoor, there is a reason so many accounting professionals choose AccountingDepartment.com as their employer of choice.",Accounting & Tax
454,company_457,All In One Accounting,4.8,51 to 200 employees,Jakarta,"The Auditor of Public Accounts (APA) is the legislative external auditor for the Commonwealth of Virginia’s executive and judicial branches. Our mission is to serve Virginia citizens and decision makers by providing unbiased accurate information and sound recommendations to improve accountability and financial management of public funds. Auditors assist in conducting financial, performance, and compliance audits of state agencies and institutions of higher education by collaborating in a hybrid work environment, at the client site, in-person in the Richmond office, and remotely from home.",Accounting & Tax
455,company_458,Site Engineering,4.3,1 to 50 employees,Jakarta,"When every component of your business is working together in concert, those connections can create powerful and positive change. TJS Deemer Dana and Vertisys have become Symphona. As a team of advisory focused accounting, consulting and IT specialists, our vast knowledge of business and collaborative spirit helps to identify opportunity to ensure your success. We work in close collaboration with businesses of all sizes as well as individuals, to create value in each relationship. Symphona is where you’ll have all the accounting and IT tools you need to secure your financial future in a single place.",Accounting & Tax
456,company_459,Social Media,4.3,51 to 200 employees,Jakarta,"Accounting & Tax Services was founded in 1982 to help small businesses grow and prosper and understand the need for accuracy in their financial data. Many of those original clients are still being served today, and we are continuing to grow. We operate an economically successful business so that a consistent level of steady work is always maintained. All of our employees are responsible for that and we recognize their effort and contribution to the success of our business with benefits and pay.",Accounting & Tax
457,company_460,Accounting Firm CPA,4.2,1 to 50 employees,Jakarta,"GlobalMedia Design is an independent digital media firm that focuses on software development, online content production, Web design, and online marketing, Internet publishing and other content production. Doing business as GMD Studios, the company's operations also include indieWIRE (independent film news) and movie production (Nothing So Strange). CEO Brian Clark co-founded GMD Studios in 1995.",Accounting & Tax
458,company_461,Karuna,4.6,Unknown,Jakarta,,Accounting & Tax
459,company_462,accountingdepartment.com,4.4,51 to 200 employees,Jakarta,,Accounting & Tax
460,company_463,It Consulting Services,4.0,1 to 50 employees,Jakarta,,Accounting & Tax
461,company_464,Auditor of Public Accounts,4.0,51 to 200 employees,Jakarta,,Accounting & Tax
462,company_465,Arkonin,4.0,201 to 500 employees,Jakarta,,Accounting & Tax
463,company_466,Anwar & Rekan,4.2,51 to 200 employees,Jakarta,,Accounting & Tax
464,company_467,Network Engineering,4.2,1 to 50 employees,Jakarta,,Accounting & Tax
465,company_468,Staff Accountants,4.4,Unknown,Jakarta,,Accounting & Tax
466,company_469,Muhammad Farooq,4.0,1 to 50 employees,Jakarta,,Accounting & Tax
467,company_470,TJS Deemer Dana,4.0,51 to 200 employees,Jakarta,,Accounting & Tax
468,company_471,Louis Plung & Company,4.0,1 to 50 employees,Jakarta,,Accounting & Tax
469,company_472,Ideate,4.8,1 to 50 employees,Jakarta,,Accounting & Tax
470,company_473,Pro Visioner Konsultindo,4.5,51 to 200 employees,Jakarta,,Accounting & Tax
471,company_474,Cohesive,4.3,1 to 50 employees,Jakarta,,Accounting & Tax
472,company_475,AG FinTax,4.5,Unknown,Jakarta,,Accounting & Tax
473,company_476,Accounting & Tax Services,4.1,1 to 50 employees,Jakarta,,Accounting & Tax
474,company_477,CIPG,4.8,1 to 50 employees,Jakarta,,Accounting & Tax
475,company_478,Kantor Jasa Akuntansi Azizul Hakim,4.0,1 to 50 employees,Jakarta,,Accounting & Tax
476,company_479,GMD Studios,5.0,1 to 50 employees,Jakarta,,Accounting & Tax
477,company_480,Xvestment,4.3,1 to 50 employees,Jakarta,,Accounting & Tax
478,company_482,Self Opportunity,4.3,51 to 200 employees,Jakarta,"Providing recruitment advertising strategy to help recruiters and HR professionals find the best candidates. Our expertise covers recruitment advertising, employment branding, career sites, recruiting events, candidate pre-screening, recruitment landing pages with SEO/SEM, direct placement, and contract staffing.",Advertising & Public Relasion
479,company_483,Vector Marketing,4.5,501 to 1000 employees,Jakarta,"Vector Marketing manages the marketing and direct sales functions of Cutco Cutlery, which is the largest kitchen cutlery manufacturer in North America. The firm and its Canadian counterpart, Vector Marketing Canada, enlist a legion of some 40,000 college students as representatives demonstrate and sell Cutco products. Cutco's product portfolio includes cutlery sets, sporting knives, garden tools, cookware, and other kitchen utensils. All of our products are backed with a Forever Guarantee. Vector Marketing operates more than 200 offices throughout North America.",Advertising & Public Relasion
480,company_484,M&C Saatchi Performance,4.3,51 to 200 employees,Jakarta,"M&C Saatchi Performance is a global digital media agency that takes a human approach to connecting brands with people, across all channels. It delivers cost effective, measurable results for brands through taking the time to understand their business, their objectives and their audiences. Its innovative media strategies are underpinned by data, compelling creative and informed media buying to deliver business growth for its clients. Its team of specialists manage campaign effectiveness with a relentless focus on optimising channels, content, format and placements. Founded in 2006 as a mobile agency, M&C Saatchi Performance is built on serving brands in the modern landscape, where everything is measurable and accountable across digital touchpoints, at all times.",Advertising & Public Relasion
481,company_485,Mirum,4.0,201 to 500 employees,Jakarta,"In 24 countries throughout the world, our company is united by a shared desire to be global and interconnected, to work collaboratively with clients, and to break down the silos that keep brands from delivering meaningful customer experiences. We like to learn from the data how to make things better and take an agile approach to continually improving the experiences we make. Whether it is a social campaign or an enterprise application, we look for new ways to solve problems and make an impact. Our parent company is Wunderman Thompson and we are part of WPP.",Advertising & Public Relasion
482,company_486,RED Communication,4.1,201 to 500 employees,Jakarta,"Seek and you shall find a new job with SEEK. The company maintains a popular online job search site in Australia and New Zealand, which posts more than 220,000 listings and receives more than 2 million visitors every month. SEEK also maintains several other free online ad sites -- SEEK Commercial is an online database of businesses and franchises for sale, SEEK Volunteer hosts unpaid positions, SEEK Campus features jobs and internships for new college graduates, and SEEK Learning offers continuing education and career services. SEEK Learning operates in the UK through partnerships with distance learning companies SkillSoft and Reed Executive.",Advertising & Public Relasion
483,company_487,SEEK,4.0,501 to 1000 employees,Jakarta,"We are a marketing company that performs outsourced sales and marketing, including corporate promotions on behalf of our clients. What this means is, instead of our clients using their own internal marketing or sales force; they outsource to us and actually hire us to do it for them. They provide the different promotions and services and we are responsible for representing them in local markets. Our clients have specific fields of expertise ranging from consumer electronics to the biggest name in satellite TV services. We feel we can complement their niche with a superior marketing and sales team to keep them busy doing what they do best.",Advertising & Public Relasion
484,company_488,VNG Corporation,4.2,1001 to 5000 employees,Jakarta,"Milestone is a leading provider of digital marketing software & services for location-based businesses. Our Presence Cloud is the first digital marketing hub for digital marketing professionals that allows businesses to create compelling content and engage with consumers to drive revenue online and in physical locations. Over 2,000 companies in hospitality, banking, retailer, automotive and healthcare use Milestone to power their digital marketing. We have been named one of Silicon Valley’s fastest growing private companies for several years running and have been listed in the Inc. 5,000. Our unique “software + services” approach has garnered over 500 awards, including Search Engine Land’s prestigious “Best Overall SEO-SEM Campaign” in 2018. Our software platforms have been short-listed by the US Search Awards for 3 years running and Websites designed on our content management system have won hundreds of awards, including 5 awards at the 2019 Adrian Awards.",Advertising & Public Relasion
485,company_489,Market Managers,4.1,51 to 200 employees,Jakarta,"Superside is the world’s leading AI-powered creative service. Built to be an extension of in-house teams, Superside delivers fast, scalable, world-class creative solutions to over 450 globally-renowned companies such as Amazon, Meta, Salesforce and Google. Since 2015, Superside has been at the forefront of reimagining how great work is made, driven by technical innovation and a culture that attracts the world’s top 1% of talent. As the world wrestles with AI, we are shaping its future in the creative industry, providing enterprises with a world-class creative AI-powered service that keeps them competitive now and beyond. We pride ourselves on being the best at finding and attracting top creative talent worldwide. With over 700 team members across 60+ countries, we have a highly efficient operating model that ensures maximum team utilization. Since going through Y Combinator, Superside has raised capital from Luxor Capital, Prosus Ventures, Freestyle Capital, Slack Fund, Sam Altman, High Alpha Ventures and Alliance Ventures. Learn more at superside.com",Advertising & Public Relasion
486,company_490,impact.com,4.0,1001 to 5000 employees,Jakarta,"Power Digital is a leading, data-driven marketing company that is nationally recognized for its ability to combine the best of art and science. We are hyper-focused on helping brands scale revenue and increase profits by using data and analytics to guide strategy, ultimately driving irrefutable value for clients. Power Digital's growth is unparalleled - doubling in both employee headcount and revenue in the past year alone. Our client portfolio is broad and versatile, ranging from the hottest new consumer brands, to nationally recognized B2B and e-commerce brands that have become household names. At Power Digital, one of the biggest keys to our success is the ability to attract, develop, and retain some of the most brilliant digital marketers in the country. We believe that having a team of amazing, talented team members that align with our core values allows every other part of our business will thrive. And because we put our people FIRST, we have an incredible retention rate that has hovered around 95% since our inception in 2012. When it comes to placing the right people in the right roles, we are firm believers in thinking outside of the box. As an entrepreneurial organization, we take great pride in both matching - and creating - roles that align with each individual's super powers so that their career path and personal goals are in sync. With the evolution of individuals' wants, needs, and skills, we encourage each person to explore where they can make a positive impact and set them up for success with ample training resources and clear KPI's toward their goals. As a result, we have a proven track record of successful paths to leadership from within, fueled by our growth mindset and commitment to investing in the development of our people.",Advertising & Public Relasion
487,company_491,Milestone,4.1,201 to 500 employees,Jakarta,"Teads operates a leading, cloud-based, omnichannel platform that enables programmatic digital advertising across a global ecosystem of quality digital media. As an end-to-end solution, Teads’ modular platform allows partners to leverage buy-side, sell-side, creative, data and AI optimization technologies. For advertisers and their agencies, Teads offers a single access point to buy the inventory of many of the world's best publishers and content providers. Through exclusive global media partnerships, Teads enables advertisers and agencies to reach billions of unique monthly users in brand safe, responsible advertising environments, while improving the effectiveness and efficiency of digital ad transactions. Teads partners with the leading marketers, agencies and publishers through a team of 1,200+ people in 50 offices across more than 30 countries. *Global reach as of January 2023",Advertising & Public Relasion
488,company_492,99designs,4.2,51 to 200 employees,Jakarta,"Idea Imaji was founded in Bandung and established as multimedia & e-learning design and development studio. In 2009 we positioned as digital agency and providing solutions in digital communications and change of legal name to PT Idea Imaji Persada. We started to diversifying services to media buying, digital media monitoring and analysis, and technology services in 2011. Right now, we are more than just an agency! We stating vision as Collaborative Creative Company on our 12th anniversary in 2021. We aim to be a one-stop digital solution for our client's business needs for making sure your communication and business goal is delivered to your target audience effectively. Our field of services is in digital and online, which includes advertising, digital marketing, technology development, and monitoring.",Advertising & Public Relasion
489,company_493,Superside,4.4,501 to 1000 employees,Jakarta,"We partner with our clients, using the principles of behavioral economics, to develop measurable engagement solutions that keep their companies energized, inspired and moving forward.",Advertising & Public Relasion
490,company_494,Power Digital Marketing,4.0,501 to 1000 employees,Jakarta,"Darshana Design Studio is a digital art startup based in Jakarta that works on a platform called SelfMade - an art and technology company that provides professional photo editing services and social media support to help members grow their brand and followers (focus is on Instagram). SelfMade members are microbrands from around the USA primarily based in New York City, Los Angeles and Texas. Are you a digital art enthusiast and looking for a creative career opportunity in a fast and dynamic environment? Would you like to show your creativity and passion by joining a team behind one of the upcoming digital startups in Indonesia? If that sounds like you, we need to talk.",Advertising & Public Relasion
491,company_495,Teads,4.0,1001 to 5000 employees,Jakarta,Bounche is a creative digital agency based in Jakarta. This company offers a unique online experience to engage the audience with creative approach combined with sophisticated technology and social media service.,Advertising & Public Relasion
492,company_496,Undisclosed Location,4.0,Unknown,Jakarta,"ABI wants to provide some ROI for your public relations and branding campaigns. Catering to businesses in the industrial and technology industries, A B Isacson Associates (which does business as ABI) offers advertising, public relations, direct mail, media relations, and trade show support services for clients in the business-to-business realm. In addition, its ABI Connect web-based software analyzes and tracks clients' marketing and public relations campaign results. The firm serves global clientele through offices in New York City, London, and Singapore.",Advertising & Public Relasion
493,company_497,Idea Imaji,4.3,1 to 50 employees,Jakarta,"Wapcar AutoFun is a one-stop digital automotive content platform aimed at consumers in the fast-growing South-East Asia region. The mobile-centric platform is owned and operated by WAPCAR AUTOFUN SDN BHD under the CARSOME Group. By leveraging our market data-driven content and user-friendly shopping tools, we will help you to find, compare, and buy your next car. News, reviews, and other content on Wapcar & AutoFun websites are tailored to meet the expectations of all groups of consumers. From casual shoppers to petrolheads, from short and concise content to highly detailed feature stories, we have something for everyone. Rather than visiting multiple websites and opening multiple tabs on your desktop browser, our mobile-first platform allows you to compare various models, calculate monthly repayments, inform yourself with the latest news - all on one single platform that’s conveniently accessible from your mobile device. Malaysia: https://www.wapcar.my/ Thailand: https://www.autofun.co.th/ Indonesia: https://www.autofun.co.id/ Vietnam: https://www.autofun.vn/ Philippines: https://www.autofun.ph/",Advertising & Public Relasion
494,company_498,BI WORLDWIDE,4.0,1001 to 5000 employees,Jakarta,"Simplify your approach to developing quality leads and driving revenue growth across APAC by partnering with SalesPond inside sales experts. We streamline the flow of leads, nurturing them through to a sales ready status, faster and more efficiently. Our best practice approach will maximise results by bridging the gap between marketing and sales. Combining accurate data, compelling content and talented inside sales teams, to run campaigns off the one powerful platform, resulting in better qualified leads and more meaningful pipeline.",Advertising & Public Relasion
495,company_499,Hidden,4.0,51 to 200 employees,Jakarta,"The Hoffman Agency solves business problems for tech companies across the globe through integrated communications. Since 1987, Hoffman has utilized storytelling techniques and customized, integrated communications programs to help tech companies in the U.S., Asia and Europe achieve their business goals. As an independent firm, we put our clients and their results first; we’re not tied to Wall Street expectations. We exceed expectations because our senior professionals are involved in the strategy AND execution of each campaign. Today, every company is in the technology business— whether they develop computer chips or deliver pizzas—so with our long heritage we know how to cut through technical jargon and buzzwords to help our clients tell meaningful stories to their key stakeholders, customers and the media.",Advertising & Public Relasion
496,company_500,Studio Darshana,4.2,51 to 200 employees,Jakarta,"With an ever-growing base of currently more than 8 million users, iCarAsia is the leading cars portal network in ASEAN's three leading markets: Malaysia, Indonesia and Thailand. iCar Asia offers significant market opportunity for everyone. We provide a platform that has a potential to connect more than 600 million car buyers and sellers throughout ASEAN. Our website network currently enjoys more than 8 million visits from car buyers and enthusiasts each month. We have consolidated position in ASEAN markets with established brands, consistent consumer audiences, and listings leadership due to deep car dealership penetration and engagement via our market-leading Response Management System (RMS) which is integrated into dealers' businesses. At iCar Asia, we are passionately committed to building a business that has a definitive impact on the automotive industry in the ASEAN region. We will change the way consumer connect with people and business to fulfill their automotive needs as they buy, own and sell vehicles. iCar Asia is a young and dynamic work place with aggressive plans to grow quickly. We are looking for ambitious and committed individuals to help build our winning culture and be a part of our success. Malaysia: Carlist.my (iCar Asia Sdn. Bhd. 798162-H)",Advertising & Public Relasion
497,company_501,Bounche,4.1,1 to 50 employees,Jakarta,"Join Our Journey at Chronos Agency. At Chronos Agency, we're not just an agency; we're architects of sustainable growth. Specializing in lifecycle marketing, we champion a strategic approach to cultivate long-term customer relationships. Our diverse client base, ranging from startups to established enterprises, shares a common ambition for scalable, sustainable expansion. Our team, the heart of Chronos Agency, thrives on responsibility, clarity, and honesty. We're committed to constant improvement and innovation. We believe growth is a meticulous craft. It's embedded in our culture and our approach, focusing on long-term success rather than fleeting victories. Our methodical, expertise-driven strategies are tailored to each client, ensuring reliable outcomes and continuous learning. At Chronos Agency, you'll be part of a journey, not just a job. We value personal growth, professional development, and a culture that nurtures both. If you're seeking a career where your efforts contribute to meaningful, sustained growth, Chronos Agency is your destination.",Advertising & Public Relasion
498,company_502,ABI,4.0,1 to 50 employees,Jakarta,"ANC transforms commercial spaces such as entertainment venues, sports arenas, transit hubs, and retail destinations into immersive digital media experiences. We fuse leading creative services, cutting-edge audiovisual technologies, technical integration expertise and operational excellence to offer the industry’s premier single-source solution.",Advertising & Public Relasion
499,company_503,WapCar AutoFun,4.7,51 to 200 employees,Jakarta,"DesignStudio is a creative agency that crafts beautiful, unique and exciting design to help people express themselves. Creativity leads everything we do.",Advertising & Public Relasion
